ID	Name	Examine
13271	Statue	A saint of Saradomin from the days of old.
13272	Statue	One of Saradomin's holy angels.
13273	Statue	Saradomin, Lord of Light.
13274	Statue	A saint of Guthix from the days of old.
13275	Statue	One of Guthix's nature spirits.
13276	Statue	Guthix, Lord of Balance.
13277	Statue	A mighty saint of Zamorak.
13278	Statue	One of Zamorak's unholy demons.
13279	Statue	Zamorak, Lord of Chaos.
13280	Statue	A small statue of Bob as a kitten.
13281	Statue	OMG it's Bob the Jagex Cat!
13282	Statue	The great Bob, Lord of Cats.
13283	Wooden crate	Is there treasure inside?
13284	Wooden crate	Is there treasure inside?
13285	Oak chest	Perhaps there is treasure inside!
13286	Oak chest	Perhaps there is treasure inside!
13287	Teak chest	There might possibly be treasure inside!
13288	Teak chest	There might possibly be treasure inside!
13289	Mahogany chest	There must surely be treasure in a chest this expensive!
13290	Mahogany chest	There must surely be treasure in a chest this expensive!
13291	Magic chest	Could the magic be guarding some treasure?
13292	Magic chest	Could the magic be guarding some treasure?
13293	Wooden table	A basic wooden dining table.
13294	Oak table	A basic oak dining table.
13295	Oak table	A nicely carved oak dining table.
13296	Teak table	A teak dining table.
13297	Teak table	A nicely carved teak dining table.
13298	Mahogany table	An expensive mahogany table.
13299	Opulent table	Marble and mahogany, ooh.
13300	Wooden bench	A basic wooden dining bench.
13301	Oak bench	A basic oak dining bench.
13302	Carved oak bench	A nice oak dining bench.
13303	Teak bench	A teak dining bench.
13304	Carved teak bench	A nice teak dining bench.
13305	Mahogany bench	A mahogany dining bench.
13306	Gilded bench	A very expensive dining bench.
13307	Rope bell-pull	Can summon your servant.
13308	Bell-pull	Can summon your servant.
13309	Posh bell-pull	Can summon your servant.
13310	Skeleton	A rather macabre decoration.
13311	Pipe	It doesn't go anywhere, it's just for show.
13312	Blood	Nothing makes a dungeon look ominous like some dried blood.
13313	Cage	Sturdy oak bars to keep prisoners in.
13314	Door	Sturdy oak bars to keep prisoners in.
13315	Door	Sturdy oak bars to keep prisoners in.
13316	Cage	Oak and steel bars to keep prisoners in.
13317	Door	Oak and steel bars to keep prisoners in.
13318	Door	Oak and steel bars to keep prisoners in.
13319	Cage	Steel bars to keep prisoners in.
13320	Door	Steel bars to keep prisoners in.
13321	Door	Steel bars to keep prisoners in.
13322	Cage	Steel bars with spikes!
13323	Door	Steel bars with spikes!
13324	Door	Steel bars with spikes!
13325	Cage	A cage of bones. How delightfully macabre.
13326	Door	A cage of bones. How delightfully macabre.
13327	Door	A cage of bones. How delightfully macabre.
13328	Ladder	An oak ladder.
13329	Ladder	A teak ladder.
13330	Ladder	A mahogany ladder.
13331	Slimy water	Yuck!
13332	Slimy water	Yuck!
13333	Slimy water	Yuck!
13334	Spikes	Ouch!
13335	Spikes	Ouch!
13336	Spikes	Ouch!
13337	Fire	Not very pleasant
13338	Floor	Invisible?
13339	Floor	Invisible?
13340	Floor	Invisible?
13341	Torch	Even a dungeon needs light!
13342	Candle	Even a dungeon needs light!
13343	Skull	Even a dungeon needs light!
13344	Door	A sturdy oak door.
13345	Door	A sturdy oak door.
13346	Door	A formidable steel door.
13347	Door	A formidable steel door.
13348	Door	Could anyone get through a solid marble door?
13349	Door	Could anyone get through a solid marble door?
13350	Door	A sturdy oak door.
13351	Door	A sturdy oak door.
13352	Door	A formidable steel door.
13353	Door	A formidable steel door.
13354	Door	Could anyone get through a solid marble door?
13355	Door	Could anyone get through a solid marble door?
13356	Spike trap	Watch out!
13357	Man trap	Watch out!
13358	Tangle vine	Watch out!
13359	Marble trap	Watch out!
13360	Teleport trap	Watch out!
13361	Spike hidden	Watch out!
13362	Man hidden	Watch out!
13363	Tangle hidden	Watch out!
13364	Marble hidden	Watch out!
13365	Teleport hidden	Watch out!
13366	Bones	A pet skeleton!
13367	Guard dog	Beware of the dog!
13368	Hobgoblin	He doesn't look very welcoming.
13369	Troll	A pet Troll!
13370	Huge Spider	No spider could get that big! It's unrealistic!
13371	Hellhound	Good doggie...
13372	Baby red dragon	Young but still dangerous.
13373	Rocnar	He's full of pent-up aggression.
13374	Kalphite Soldier	I don't think insect repellent will work...
13375	Steel dragon	Its scales are made of steel.
13376	Dagannoth	A darkened horror from the ocean depths...
13377	Tok-Xil	I don't like the look of those spines...
13378	Demon	A demon.
13379	Treasure Hunt Fairy House	Rub the mushroom's head and see what pops out!
13380	Treasure Hunt Fairy House	Rub the mushroom's head and see what pops out!
13381	Glove Rack	A place to hang your boxing gloves.
13382	Weapons Rack	Some equipment for practicing combat.
13383	Weapons Rack	Lots of equipment for practicing combat.
13384	Oak prize chest	Is there a prize?
13385	Oak prize chest	Is there a prize inside?
13386	Teak prize chest	Is there a prize?
13387	Teak prize chest	Is there a prize inside?
13388	Mahogany prize chest	Is there a prize?
13389	Mahogany prize chest	Is there a prize inside?
13390	Jacky Jester	A private jester.
13391	Jacky Jester	A private jester.
13392	Attack stone	See how much damage you can do to it!
13393	Attack stone	See how much damage you can do to it!
13394	Attack stone	See how much damage you can do to it!
13395	Elemental balance	You can practice your magic here.
13396	Elemental balance	You can practice your magic here.
13397	Elemental balance	You can practice your magic here.
13398	Stick	You can try to get a hoop over this.
13399	Stick and hoop	Someone hooped it!
13400	Dartboard	More humane than using an actual bull's eye.
13401	Dartboard	More humane than using an actual bull's eye.
13402	Archery target	Can you hit it?
13403	Archery target	Can you hit it?
13404	Hangman game	A letter-guessing game with a subtext of death.
13405	Portal	Use this to leave the house.
13406	Rock	Rocky!
13407	Pond	A home for tiny fish and frogs.
13408	Statue	What a naughty little imp!
13409	Dungeon entrance	What horrors lurk below?
13410		
13411	Dead tree	One of the most common trees in RuneScape.
13412	Tree	One of the most common trees in RuneScape.
13413	Oak tree	A beautiful oak tree.
13414	Willow tree	A lovely addition to the garden.
13415	Maple tree	A lovely addition to the garden.
13416	Yew tree	A lovely addition to the garden.
13417	Magic tree	The tree shimmers with a magical force.
13418	Dead Tree	A spooky addition to the garden.
13419	Tree	A lovely addition to the garden.
13420	Oak Tree	A lovely addition to the garden.
13421	Willow Tree	A lovely addition to the garden.
13422	Yew tree	A lovely addition to the garden.
13423	Mapletree	A lovely addition to the garden.
13424	Magic tree	The tree shimmers with a magical force.
13425	Fern	A plant.
13426	Bush	A plant.
13427	Tall Plant	A plant.
13428	Short Plant	A plant.
13429	Large-leaf Plant	A plant.
13430	Huge plant	A plant.
13431	Plant	A plant.
13432	Small fern	A plant.
13433	Fern	A plant.
13434	Dock Leaf	A plant.
13435	Thistle	A plant.
13436	Reeds	A plant.
13437	Rosemary	A little orange flower.
13438	Daffodils	Lonely as a cloud.
13439	Bluebells	The bluebells are coming!
13440	Rosemary	A little orange flower.
13441	Daffodils	Lonely as a cloud.
13442	Bluebells	The bluebells are coming!
13443	Sunflower	A great big sunny flower.
13444	Marigolds	Lovely flowers.
13445	Roses	They smell lovely.
13446	Sunflowers	Great big sunny flowers.
13447	Marigolds	Lovely flowers.
13448	Roses	They smell lovely.
13449	Boundary stones	They mark a square.
13450	Wooden fence	Would probably not stop a charging rhinoceros.
13451	Stone wall	Very rural.
13452	Iron railings	A little bleak.
13453	Picket fence	Marks the boundary of the garden.
13454	Garden fence	Just like in Varrock palace!
13455	Marble wall	Very posh!
13456	Hedge	Like a living wall.
13457	Hedge	Like a living wall.
13458	Hedge	Like a living wall.
13459	Hedge	Like a living wall.
13460	Hedge	Like a living wall.
13461	Hedge	Like a living wall.
13462	Hedge	Like a living wall.
13463	Hedge	Like a living wall.
13464	Hedge	Like a living wall.
13465	Hedge	Like a living wall.
13466	Hedge	Like a living wall.
13467	Hedge	Like a living wall.
13468	Hedge	Like a living wall.
13469	Hedge	Like a living wall.
13470	Hedge	Like a living wall.
13471	Hedge	Like a living wall.
13472	Hedge	Like a living wall.
13473	Hedge	Like a living wall.
13474	Hedge	Like a living wall.
13475	Hedge	Like a living wall.
13476	Hedge	Like a living wall.
13477	Gazebo	Run for it! It's a gazebo!
13478	Small fountain	Like a tiny private waterfall.
13479	Large fountain	A sculpture of flowing water.
13480	Ornamental fountain	Two little fishes forever spew water into the pond.
13481	Crawling hand	A trophy of a mighty slayer!
13482	Cockatrice head	A trophy of a mighty slayer!
13483	Basilisk head	A trophy of a mighty slayer!
13484	Kurask head	A trophy of a mighty slayer!
13485	Abyssal demon head	A trophy of a mighty slayer!
13486	KBD heads	A trophy of a mighty dragon-slayer!
13487	KQ head	A trophy of a mighty kalphite slayer!
13488	Mounted sea bass	A trophy of a master fisher.
13489	Mounted swordfish	A trophy of a master fisher.
13490	Mounted shark	A trophy of a master fisher.
13491	Mithril armour	The work of a master smith.
13492	Adamant armour	The work of a master smith.
13493	Rune armour	Only the finest smiths can work runite.
13494	Red Castlewars armour	Armour won by a great Castle Wars player.
13495	White Castlewars armour	Armour won by a great Castle Wars player.
13496	Gold Castlewars armour	Armour won by a great Castle Wars player.
13497	Staircase	I can climb these stairs.
13498	Staircase	They go down.
13499	Staircase	I can climb these stairs.
13500	Staircase	They go down.
13501	Staircase	I can climb these stairs.
13502	Staircase	They go down.
13503	Staircase	I can climb up or go down these stairs.
13504	Staircase	I can climb down these stairs.
13505	Staircase	I can climb up or go down these stairs.
13506	Staircase	I can climb down these stairs.
13507	Rune display case	Elemental runes made by a skilled runecrafter.
13508	Rune display case	Body, Cosmic, Chaos and Nature runes made by a skilled runecrafter.
13509	Rune display case	Law, Blood, Soul and Death runes made by a great runecrafter.
13510	Portrait	A portrait of King Arthur.
13511	Portrait	A portrait of Elena.
13512	Painting	A painting of the statue of King Alvis of Keldagrim.
13513	Portrait	A portrait of Prince Brand and Princess Astrid of Miscellania.
13514	Desert painting	The deserts of Kharidian.
13515	Isafdar painting	The exotic land of the Elves.
13516	Karamja painting	The tropical coast of Karamja.
13517	Lumbridge painting	Oxtable's famous painting of the Lumbridge water mill.
13518	Morytania painting	A painting of the spooky forests of Morytania.
13519	Silverlight	The great demon-slaying sword that killed Delrith.
13520	Darklight	The great demon-slaying sword that killed Delrith and Agrith Naar.
13521	Excalibur	The magical sword of King Arthur.
13522	Anti-Dragon Breath Shield	This shield protected a hero from the flames of the dragon Elvarg.
13523	Amulet of Glory	An Amulet of Glory, symbol of a member of the Heroes Guild.
13524	Cape of Legends	The pleated white cape of a member of the Legends Guild.
13525	Map	A map of Misthalin and Asgarnia.
13526	Map	A map of RuneScape.
13527	Map	A map of RuneScape including major cave systems.
13528	Firepit	A basic cooking fire.
13529	Firepit with hook	A cooking fire.
13530	Firepit with hook	A cooking fire with a kettle.
13531	Firepit with pot	A cooking fire with a pot.
13532	Firepit with pot	The pot and kettle get along fine.
13533	Small oven	You can bake bread here.
13534	Small Oven	You can bake bread here.
13535	Small oven	You can bake bread here.
13536	Large oven	You can cook pizza here.
13537	Large oven	You can cook pizza here.
13538	Large oven	You can cook pizza here.
13539	Iron range	You can cook here.
13540	Iron range	You can cook here.
13541	Iron range	You can cook here.
13542	Fancy range	You can cook here.
13543	Fancy range	You can cook here.
13544	Fancy range	You can cook here.
13545	Shelves	Shelves full of kitchen utensils.
13546	Shelves	Shelves full of kitchen utensils.
13547	Shelves	Shelves full of kitchen utensils.
13548	Shelves	Shelves full of kitchen utensils.
13549	Shelves	Shelves full of kitchen utensils.
13550	Shelves	Shelves full of kitchen utensils.
13551	Shelves	Shelves full of kitchen utensils.
13552	Shelves	Shelves full of plates and tea cups.
13553	Shelves	Shelves full of plates and tea cups.
13554	Shelves	Shelves full of plates and tea cups.
13555	Shelves	Shelves full of plates and tea cups.
13556	Shelves	Shelves full of plates and tea cups.
13557	Shelves	Shelves full of plates and tea cups.
13558	Shelves	Shelves full of plates and tea cups.
13559	Pump and drain	Running water in your own home! Luxury!
13560	Pump and drain	Running water in your own home! Luxury!
13561	Pump and tub	Running water in your own home! Luxury!
13562	Pump and tub	Running water in your own home! Luxury!
13563	Sink	Running water in your own home! Luxury!
13564	Sink	Running water in your own home! Luxury!
13565	Larder	A wooden larder to keep food cool.
13566	Larder	An oak larder to keep food cool.
